,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
4397,4397,4397,29900,84698,Fayala,215 Fremont St Suite 2B,San Francisco,CA,94105,,,,,84698_20170222,2/22/2017 0:00,87.0,Routine - Unscheduled,84698_20170222_103139,Improper food storage,Low Risk,20170222,103139,2017-02-22,0,0,0,0,3,0,0
4423,4423,4423,30373,87942,Pizza Zone and Grill,4404 03rd St,San Francisco,CA,94124,,,,,87942_20180124,1/24/2018 0:00,90.0,Routine - Unscheduled,87942_20180124_103139,Improper food storage,Low Risk,20180124,103139,2018-01-24,3,0,0,3,0,0,0
4425,4425,4425,30479,85898,Urban Remedy,1 Ferry Building,San Francisco,CA,94111,,,,,85898_20160107,1/7/2016 0:00,96.0,Routine - Unscheduled,85898_20160107_103133,Foods not protected from contamination,Moderate Risk,20160107,103133,2016-01-07,0,0,0,0,2,0,1
4435,4435,4435,30614,92075,Subway Sandwiches #6985,"1400 Mission St., Suite #131",San Francisco,CA,94103,,,,,92075_20170918,9/18/2017 0:00,92.0,Routine - Unscheduled,92075_20170918_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170918,103119,2017-09-18,0,0,2,0,0,0,0
4440,4440,4440,30673,70281,Shai Lai Seafood Restaurant,6253 GEARY Blvd,San Francisco,CA,94121,,,,14155617349.0,70281_20160120,1/20/2016 0:00,80.0,Routine - Unscheduled,70281_20160120_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160120,103144,2016-01-20,0,0,0,3,0,0,6
4444,4444,4444,30828,82891,Park Central Hotel SF-Employee Cafeteria,50 03rd St,San Francisco,CA,94103,,,,,82891_20150825,8/25/2015 0:00,83.0,Routine - Unscheduled,82891_20150825_103105,Improper cooling methods,High Risk,20150825,103105,2015-08-25,2,0,0,0,1,0,5
4445,4445,4445,30843,73939,Garden Creamery,Soma Street @ 428 11th St.,San Francisco,CA,,,,,,73939_20150715,7/15/2015 0:00,96.0,Routine - Unscheduled,73939_20150715_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150715,103116,2015-07-15,0,0,0,0,0,0,1
4447,4447,4447,30851,90643,Creperie Saint Germain,1760 Cesar Chavez St.,San Francisco,CA,94124,,,,,90643_20170522,5/22/2017 0:00,90.0,Routine - Unscheduled,90643_20170522_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170522,103119,2017-05-22,0,0,0,3,0,0,0
4450,4450,4450,30899,89865,Fermentation Lab,1230 Market St,San Francisco,CA,94102,,,,,89865_20171026,10/26/2017 0:00,94.0,Routine - Unscheduled,89865_20171026_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171026,103154,2017-10-26,0,3,0,0,0,0,0
4451,4451,4451,30901,91249,An The Go,OFF THE GRID,San Francisco,CA,0,,,,14155812000.0,91249_20171020,10/20/2017 0:00,94.0,Routine - Unscheduled,91249_20171020_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171020,103149,2017-10-20,0,2,0,0,0,0,0
4461,4461,4461,31049,71081,Chrome Coffee Bar,580 04th St,San Francisco,CA,94107,,,,14155267581.0,71081_20150924,9/24/2015 0:00,98.0,Routine - Unscheduled,71081_20150924_103157,Food safety certificate or food handler card not available,Low Risk,20150924,103157,2015-09-24,0,0,1,0,0,0,1
4474,4474,4474,31353,81515,Senor Sisig,Off The Grid,San Francisco,CA,,,,,14155605048.0,81515_20150319,3/19/2015 0:00,93.0,Routine - Unscheduled,81515_20150319_103109,Unclean or unsanitary food contact surfaces,High Risk,20150319,103109,2015-03-19,0,0,0,0,0,0,0
4481,4481,4481,31572,90255,Coast Poke Counter,Market Plaza  PL-25,San Francisco,CA,94105,,,,14158883483.0,90255_20180122,1/22/2018 0:00,96.0,Routine - Unscheduled,90255_20180122_103161,Low risk vermin infestation,Low Risk,20180122,103161,2018-01-22,2,0,0,0,2,0,0
4482,4482,4482,31622,91848,Eightea,91 06th St,San Francisco,CA,94103,,,,,91848_20180117,1/17/2018 0:00,92.0,Routine - Unscheduled,91848_20180117_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180117,103124,2018-01-17,2,0,0,0,0,0,0
4485,4485,4485,31663,80604,Soma Eats,186 02nd St,San Francisco,CA,94105,,,,14155593604.0,80604_20171030,10/30/2017 0:00,92.0,Routine - Unscheduled,80604_20171030_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171030,103119,2017-10-30,0,3,0,0,0,0,0
4488,4488,4488,31775,70912,Folsom Street Foundry,1425 Folsom St,San Francisco,CA,94103,,,,,70912_20171026,10/26/2017 0:00,92.0,Routine - Unscheduled,70912_20171026_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171026,103124,2017-10-26,0,2,0,0,0,0,0
4489,4489,4489,31781,78278,Beso Bistronomia,4058 A 18th St,San Francisco,CA,94114,,,,14155556200.0,78278_20171107,11/7/2017 0:00,90.0,Routine - Unscheduled,78278_20171107_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171107,103119,2017-11-07,0,3,0,0,0,0,1
4491,4491,4491,31869,92749,Flore,258 Noe St 1/2,San Francisco,CA,94107,,,,,92749_20170817,8/17/2017 0:00,80.0,Routine - Unscheduled,92749_20170817_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170817,103149,2017-08-17,0,0,4,0,0,0,0
4494,4494,4494,32019,83805,Prima Cafe,215 Fremont St Suite 5B,San Francisco,CA,94105,,,,,83805_20180222,2/22/2018 0:00,90.0,Routine - Unscheduled,83805_20180222_103156,Permit license or inspection report not posted,Low Risk,20180222,103156,2018-02-22,4,0,0,0,5,0,0
4501,4501,4501,32290,84922,Taco Bell Cantina #31685,710 03rd St,San Francisco,CA,94107,,,,,84922_20151118,11/18/2015 0:00,98.0,Routine - Unscheduled,84922_20151118_103177,Non service animal,Low Risk,20151118,103177,2015-11-18,0,0,0,0,0,0,1
4512,4512,4512,32730,70306,Alchemist/Woodbury,685 3rd St.,San Francisco,CA,94107,,,,,70306_20160906,9/6/2016 0:00,85.0,Routine - Unscheduled,70306_20160906_103139,Improper food storage,Low Risk,20160906,103139,2016-09-06,0,0,0,0,0,4,0
4519,4519,4519,32845,90878,Jiffy Dog,2175 Market St (N),San Francisco,CA,94114,,,,14155604012.0,90878_20171109,11/9/2017 0:00,92.0,Routine - Unscheduled,90878_20171109_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171109,103149,2017-11-09,0,3,0,0,0,0,0
4523,4523,4523,32882,90273,Trader Joe's #225,10 4th St.,San Francisco,CA,94103,,,,,90273_20180105,1/5/2018 0:00,98.0,Routine - Unscheduled,90273_20180105_103139,Improper food storage,Low Risk,20180105,103139,2018-01-05,1,0,0,0,0,0,0
4524,4524,4524,32926,92449,Pentacle Coffee,64 6th St.,San Francisco,CA,94103,,,,,92449_20180122,1/22/2018 0:00,94.0,Routine - Unscheduled,92449_20180122_103120,Moderate risk food holding temperature,Moderate Risk,20180122,103120,2018-01-22,2,0,0,0,0,0,0
4531,4531,4531,33206,87551,NoodleMe,333 Market St,San Francisco,CA,94105,,,,,87551_20171114,11/14/2017 0:00,74.0,Routine - Unscheduled,87551_20171114_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,20171114,103104,2017-11-14,0,5,0,0,0,0,0
4536,4536,4536,33310,73900,The Beer Hall,1 Polk St,San Francisco,CA,94102,,,,,73900_20150515,5/15/2015 0:00,96.0,Routine - Unscheduled,73900_20150515_103159,Worker safety hazards,Low Risk,20150515,103159,2015-05-15,0,0,2,0,0,0,2
4546,4546,4546,33483,91873,Pressed,3 Embarcadero Center  #3210,San Francisco,CA,94111,,,,,91873_20170629,6/29/2017 0:00,,New Ownership,91873_20170629_103120,Moderate risk food holding temperature,Moderate Risk,20170629,103120,2017-06-29,0,0,0,5,0,0,0
4551,4551,4551,33545,88723,Chipotle Mexican Grill #2828,"400 Howard St, Suite 110",San Francisco,CA,94105,,,,,88723_20180129,1/29/2018 0:00,84.0,Routine - Unscheduled,88723_20180129_103161,Low risk vermin infestation,Low Risk,20180129,103161,2018-01-29,3,0,0,4,0,0,0
4553,4553,4553,33566,76547,Quan Pho Inc,1031  Ave,San Francisco,CA,94112,,,,14155338668.0,76547_20170511,5/11/2017 0:00,86.0,Routine - Unscheduled,76547_20170511_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,20170511,103121,2017-05-11,0,0,0,4,10,0,11
4566,4566,4566,33755,82095,Split Bread,560 Mission St Ste.#150,San Francisco,CA,94105,,,,,82095_20180125,1/25/2018 0:00,89.0,Routine - Unscheduled,82095_20180125_103105,Improper cooling methods,High Risk,20180125,103105,2018-01-25,3,0,0,0,0,0,0
4570,4570,4570,33888,85583,"Binis Kitchen, LLC",1 Post St,San Francisco,CA,94104,,,,,85583_20180130,1/30/2018 0:00,94.0,Routine - Unscheduled,85583_20180130_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180130,103149,2018-01-30,2,0,0,0,3,0,0
4575,4575,4575,34042,88302,Cafe Hana,1737 Post St 368,San Francisco,CA,,,,,14155643953.0,88302_20160808,8/8/2016 0:00,96.0,Routine - Unscheduled,88302_20160808_103139,Improper food storage,Low Risk,20160808,103139,2016-08-08,0,0,0,0,0,2,0
4588,4588,4588,34269,83394,Golden Gate University Bookstore,536 Mission St,San Francisco,CA,94105,,,,,83394_20180125,1/25/2018 0:00,92.0,Routine - Unscheduled,83394_20180125_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180125,103119,2018-01-25,3,0,0,0,3,0,0
4593,4593,4593,34518,85324,Proper Food,1 Market St Suite D,San Francisco,CA,94105,,,,,85324_20171102,11/2/2017 0:00,93.0,Routine - Unscheduled,85324_20171102_103103,High risk food holding temperature,High Risk,20171102,103103,2017-11-02,0,1,0,1,0,0,0
4594,4594,4594,34536,83744,La Fromagerie,101 Montgomery St,San Francisco,CA,94101,,,,,83744_20180131,1/31/2018 0:00,92.0,Routine - Unscheduled,83744_20180131_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180131,103124,2018-01-31,2,0,0,0,4,0,0
4595,4595,4595,34596,79219,AFC Sushi @ Safeway #2646,735 07 Ave,San Francisco,CA,94118,,,,14150603200.0,79219_20151019,10/19/2015 0:00,89.0,Routine - Unscheduled,79219_20151019_103103,High risk food holding temperature,High Risk,20151019,103103,2015-10-19,0,0,0,0,0,0,2
4597,4597,4597,34735,82143,Ro Cafe,2739 Geary Blvd,San Francisco,CA,94118,,,,14155349765.0,82143_20171114,11/14/2017 0:00,96.0,Routine - Unscheduled,82143_20171114_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171114,103124,2017-11-14,0,1,0,0,0,0,3
4602,4602,4602,34845,85091,Bon Appetit @ William Sonoma,3250 Van Ness Ave,San Francisco,CA,94109,,,,,85091_20171115,11/15/2017 0:00,98.0,Routine - Unscheduled,85091_20171115_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171115,103149,2017-11-15,0,1,0,0,0,4,0
4604,4604,4604,34861,90008,Souvla,758 Valencia St,San Francisco,CA,94110,,,,14155405458.0,90008_20171120,11/20/2017 0:00,91.0,Routine - Unscheduled,90008_20171120_103105,Improper cooling methods,High Risk,20171120,103105,2017-11-20,0,2,0,0,0,0,0
4618,4618,4618,35075,90568,Brown Sugar Factory,525 Valencia St,San Francisco,CA,94110,,,,14155267200.0,90568_20171120,11/20/2017 0:00,75.0,Routine - Unscheduled,90568_20171120_103131,Moderate risk vermin infestation,Moderate Risk,20171120,103131,2017-11-20,0,6,0,0,0,0,0
4620,4620,4620,35118,89386,Eagle Cafe,Pier 39  Space A-201,San Francisco,CA,94133,,,,,89386_20171128,11/28/2017 0:00,90.0,Routine - Unscheduled,89386_20171128_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171128,103154,2017-11-28,0,3,0,0,0,0,0
4622,4622,4622,35151,89988,Vegan Picnic,1977 A Union St,San Francisco,CA,94123,,,,,89988_20171121,11/21/2017 0:00,96.0,Routine - Unscheduled,89988_20171121_103150,Improper or defective plumbing,Low Risk,20171121,103150,2017-11-21,0,2,2,0,0,0,0
4624,4624,4624,35218,91038,Hazel Southern Bar and Kitchen,1446 Market St,San Francisco,CA,94102,,,,,91038_20171121,11/21/2017 0:00,92.0,Routine - Unscheduled,91038_20171121_103139,Improper food storage,Low Risk,20171121,103139,2017-11-21,0,3,0,0,0,0,0
4629,4629,4629,35402,90272,"Eclectic Cookery, Inc",103 Horne Ave.,San Francisco,CA,94124,,,,,90272_20171128,11/28/2017 0:00,80.0,Routine - Unscheduled,90272_20171128_103105,Improper cooling methods,High Risk,20171128,103105,2017-11-28,0,4,0,0,0,0,0
4636,4636,4636,35557,91741,Enter The Cafe,1401 Powell St,San Francisco,CA,94133,,,,,91741_20171117,11/17/2017 0:00,92.0,Routine - Unscheduled,91741_20171117_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171117,103154,2017-11-17,0,3,0,0,0,0,0
4639,4639,4639,35578,89733,Hawker Fare,680 Valencia St.,San Francisco,CA,94110,,,,,89733_20171120,11/20/2017 0:00,75.0,Routine - Unscheduled,89733_20171120_103103,High risk food holding temperature,High Risk,20171120,103103,2017-11-20,0,4,0,0,0,0,0
4646,4646,4646,35807,69717,Craw Station,1336 09th Ave,San Francisco,CA,94122,,,,,69717_20180131,1/31/2018 0:00,98.0,Routine - Unscheduled,69717_20180131_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180131,103144,2018-01-31,1,0,0,0,0,0,6
4649,4649,4649,35867,93105,Wooden Spoon,2172 Market St,San Francisco,CA,94110,,,,,93105_20180130,1/30/2018 0:00,96.0,Routine - Unscheduled,93105_20180130_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180130,103149,2018-01-30,2,0,0,0,0,0,0
4652,4652,4652,35998,89569,Blue Bottle Coffee,2 South Park,San Francisco,CA,94107,,,,,89569_20180220,2/20/2018 0:00,88.0,Routine - Unscheduled,89569_20180220_103129,Insufficient hot water or running water,Moderate Risk,20180220,103129,2018-02-20,3,0,0,0,1,0,0
4655,4655,4655,36108,90240,Norcina,50 Francisco St 105,San Francisco,CA,94133,,,,,90240_20171122,11/22/2017 0:00,96.0,Routine - Unscheduled,90240_20171122_103145,Improper storage of equipment utensils or linens,Low Risk,20171122,103145,2017-11-22,0,2,0,0,0,0,0
4667,4667,4667,36852,81508,"Mo'z Cafe, Inc.",36 05th St,San Francisco,CA,94103,,,,,81508_20170927,9/27/2017 0:00,80.0,Routine - Unscheduled,81508_20170927_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170927,103124,2017-09-27,0,0,4,0,0,0,0
4671,4671,4671,36963,88568,Subway Sanwiches 67223,350 Bay St Unit 1,San Francisco,CA,94133,,,,,88568_20180201,2/1/2018 0:00,94.0,Routine - Unscheduled,88568_20180201_103145,Improper storage of equipment utensils or linens,Low Risk,20180201,103145,2018-02-01,3,0,0,0,0,0,0
4674,4674,4674,37050,89133,The Epicurian Trader,1909 A Union St,San Francisco,CA,94123,,,,,89133_20171121,11/21/2017 0:00,96.0,Routine - Unscheduled,89133_20171121_103120,Moderate risk food holding temperature,Moderate Risk,20171121,103120,2017-11-21,0,1,1,0,0,0,0
4685,4685,4685,37379,87953,Smitten Ice Cream,904 Valencia St,San Francisco,CA,94110,,,,14155818419.0,87953_20180206,2/6/2018 0:00,98.0,Routine - Unscheduled,87953_20180206_103161,Low risk vermin infestation,Low Risk,20180206,103161,2018-02-06,1,0,0,0,0,0,0
4693,4693,4693,37648,75738,Bibimbar,380 Bush St #2,San Francisco,CA,94104,,,,,75738_20160412,4/12/2016 0:00,81.0,Routine - Unscheduled,75738_20160412_103103,High risk food holding temperature,High Risk,20160412,103103,2016-04-12,0,0,0,7,0,6,0
4697,4697,4697,37677,5466,AT&T - (CART 48) BAYSIDE BREWS [145135],24 3 Pl,San Francisco,CA,94107,,,,14155971500.0,5466_20160410,4/10/2016 0:00,96.0,Routine - Unscheduled,5466_20160410_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160410,103119,2016-04-10,0,0,0,0,0,1,0
4700,4700,4700,37713,85938,Caffe Cento,801 Powell St,San Francisco,CA,94109,,,,14155775000.0,85938_20160411,4/11/2016 0:00,98.0,Routine - Unscheduled,85938_20160411_103150,Improper or defective plumbing,Low Risk,20160411,103150,2016-04-11,0,0,1,0,0,1,0
4703,4703,4703,37743,71658,We2 Sushi,Off The Grid,San Francisco,CA,,,,,,71658_20170221,2/21/2017 0:00,94.0,Routine - Unscheduled,71658_20170221_103156,Permit license or inspection report not posted,Low Risk,20170221,103156,2017-02-21,0,0,0,0,3,0,0
4712,4712,4712,37827,90593,The Sea Star,2289 3rd St.,San Francisco,CA,94107,,,,,90593_20170426,4/26/2017 0:00,89.0,Routine - Unscheduled,90593_20170426_103109,Unclean or unsanitary food contact surfaces,High Risk,20170426,103109,2017-04-26,0,0,0,2,0,0,0
4714,4714,4714,37845,68761,Subway Sandwich #28429,168 02nd St,San Francisco,CA,94105,,,,,68761_20170127,1/27/2017 0:00,90.0,Routine - Unscheduled,68761_20170127_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170127,103124,2017-01-27,0,0,0,0,3,0,0
4716,4716,4716,37853,90536,Serendipity SF,Approved private locations,San Francisco,CA,,,,,14156471437.0,90536_20170803,8/3/2017 0:00,85.0,Routine - Unscheduled,90536_20170803_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170803,103124,2017-08-03,0,0,3,0,0,0,0
4717,4717,4717,37854,81674,Jersey,145 02nd St,San Francisco,CA,94105,,,,14155295408.0,81674_20170228,2/28/2017 0:00,66.0,Routine - Unscheduled,81674_20170228_103112,No hot water or running water,High Risk,20170228,103112,2017-02-28,0,0,0,0,7,0,0
4718,4718,4718,37855,90460,Mestiza Taqueria,595 Bryant St.,San Francisco,CA,94107,,,,,90460_20170918,9/18/2017 0:00,85.0,Routine - Unscheduled,90460_20170918_103132,Improper thawing methods,Moderate Risk,20170918,103132,2017-09-18,0,0,3,0,0,0,0
4721,4721,4721,37892,88100,Kagawa-ya Udon Noodle Company,"1455 Market St., Suite 3A",San Francisco,CA,94103,,,,14155565823.0,88100_20170626,6/26/2017 0:00,94.0,Routine - Unscheduled,88100_20170626_103142,Unclean nonfood contact surfaces,Low Risk,20170626,103142,2017-06-26,0,0,0,3,0,0,0
4724,4724,4724,37929,77548,Poc-Chuc Restaurant,2886 16th St,San Francisco,CA,94103,,,,,77548_20170110,1/10/2017 0:00,71.0,Routine - Unscheduled,77548_20170110_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170110,103144,2017-01-10,5,0,0,0,6,0,0
4727,4727,4727,37964,87687,Poke Delish,2175 Market St  (I),San Francisco,CA,94114,,,,,87687_20170920,9/20/2017 0:00,90.0,Routine - Unscheduled,87687_20170920_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170920,103153,2017-09-20,0,0,3,0,0,2,0
4728,4728,4728,37970,89143,Sno-Crave Tea House,1181 Ocean Ave,San Francisco,CA,94112,,,,14158892323.0,89143_20170907,9/7/2017 0:00,94.0,Routine - Unscheduled,89143_20170907_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170907,103116,2017-09-07,0,0,2,0,3,0,0
4730,4730,4730,37978,70922,Expresso Subito,"Front, between California & Sacramento St",San Francisco,CA,,,,,,70922_20160310,3/10/2016 0:00,94.0,Routine - Unscheduled,70922_20160310_103130,Inadequate sewage or wastewater disposal,Moderate Risk,20160310,103130,2016-03-10,0,0,0,0,3,0,2
4734,4734,4734,38021,86766,Coffee Cultures SOMA,1301 Mission St.,San Francisco,CA,94103,,,,,86766_20170512,5/12/2017 0:00,94.0,Routine - Unscheduled,86766_20170512_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170512,103124,2017-05-12,3,0,0,2,0,0,0
4745,4745,4745,38117,75399,Me So Hungry Too,Off the Grid,San Francisco,CA,,,,,,75399_20170917,9/17/2017 0:00,96.0,Routine - Unscheduled,75399_20170917_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170917,103149,2017-09-17,0,0,2,0,0,0,0
4749,4749,4749,38185,78019,North India Restaurant,123 02nd St,San Francisco,CA,94105,,,,,78019_20170721,7/21/2017 0:00,87.0,Routine - Unscheduled,78019_20170721_103105,Improper cooling methods,High Risk,20170721,103105,2017-07-21,0,0,3,0,6,0,0
4754,4754,4754,38258,86768,Hill Top General Store,1398 Leavenworth St,San Francisco,CA,94109,,,,,86768_20170201,2/1/2017 0:00,96.0,Routine - Unscheduled,86768_20170201_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170201,103119,2017-02-01,0,0,0,0,1,0,0
4760,4760,4760,38335,89324,August1Five,524 Van Ness Ave,San Francisco,CA,94102,,,,,89324_20170302,3/2/2017 0:00,76.0,Routine - Unscheduled,89324_20170302_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170302,103154,2017-03-02,0,0,0,0,5,0,0
4763,4763,4763,38363,90813,Kaisen Sushi,71 5th St,San Francisco,CA,94103,,,,,90813_20170512,5/12/2017 0:00,92.0,Routine - Unscheduled,90813_20170512_103145,Improper storage of equipment utensils or linens,Low Risk,20170512,103145,2017-05-12,0,0,0,3,0,0,0
4771,4771,4771,38456,84541,Philz Coffee,300 Folsom St,San Francisco,CA,94105,,,,,84541_20170222,2/22/2017 0:00,94.0,Routine - Unscheduled,84541_20170222_103120,Moderate risk food holding temperature,Moderate Risk,20170222,103120,2017-02-22,1,0,0,0,2,0,0
4774,4774,4774,38478,89723,Passione Pizza,Off the Grid,San Francisco,CA,,,,,14150208822.0,89723_20170429,4/29/2017 0:00,91.0,Routine - Unscheduled,89723_20170429_103102,Unclean hands or improper use of gloves,High Risk,20170429,103102,2017-04-29,0,0,0,2,0,0,0
4775,4775,4775,38480,91013,Crown & Acre,615 Sacramento,San Francisco,CA,94111,,,,,91013_20170828,8/28/2017 0:00,72.0,Routine - Unscheduled,91013_20170828_103150,Improper or defective plumbing,Low Risk,20170828,103150,2017-08-28,0,0,7,0,0,0,0
4780,4780,4780,38552,87509,D'Maize,Approved Private Locations & Special Events,San Francisco,CA,94110,,,,,87509_20170128,1/28/2017 0:00,96.0,Routine - Unscheduled,87509_20170128_103162,Other low risk violation,Low Risk,20170128,103162,2017-01-28,0,0,0,0,2,0,0
4782,4782,4782,38609,80861,Red Door Coffee,111 Minna St,San Francisco,CA,94105,,,,,80861_20170113,1/13/2017 0:00,94.0,Routine - Unscheduled,80861_20170113_103156,Permit license or inspection report not posted,Low Risk,20170113,103156,2017-01-13,0,0,0,0,2,0,0
4788,4788,4788,38683,68469,The Roastery,199 New Montgomery  A,San Francisco,CA,94105,,,,,68469_20170213,2/13/2017 0:00,89.0,Routine - Unscheduled,68469_20170213_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170213,103144,2017-02-13,0,0,0,0,3,0,0
4793,4793,4793,38731,89059,Nande-Ya,1737 Post St 375,San Francisco,CA,94115,,,,14153685768.0,89059_20170227,2/27/2017 0:00,72.0,Routine - Unscheduled,89059_20170227_103133,Foods not protected from contamination,Moderate Risk,20170227,103133,2017-02-27,0,0,0,0,6,0,0
4794,4794,4794,38734,77205,Lobsta Truck,Off The Grid,San Francisco,CA,,,,,,77205_20170128,1/28/2017 0:00,98.0,Routine - Unscheduled,77205_20170128_103150,Improper or defective plumbing,Low Risk,20170128,103150,2017-01-28,0,0,0,0,1,0,0
4797,4797,4797,38762,84321,An Japanese Restaurant,22 Peace Plaza  510,San Francisco,CA,94115,,,,14155923121.0,84321_20170425,4/25/2017 0:00,98.0,Routine - Unscheduled,84321_20170425_103139,Improper food storage,Low Risk,20170425,103139,2017-04-25,0,0,0,1,0,0,0
4799,4799,4799,38770,90192,Ming Hui Dim Sum,2495 San Bruno Ave,San Francisco,CA,94134,,,,,90192_20170315,3/15/2017 0:00,79.0,Routine - Unscheduled,90192_20170315_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170315,103124,2017-03-15,0,0,0,0,5,0,0
4806,4806,4806,38868,86868,Duc Loi's Pantry,"5900 3rd St, C2001",San Francisco,CA,94124,,,,,86868_20170118,1/18/2017 0:00,90.0,Routine - Unscheduled,86868_20170118_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170118,103149,2017-01-18,0,0,0,0,3,0,0
4816,4816,4816,38944,68365,Rite Spot Cafe,2099 Folsom St,San Francisco,CA,94110,,,,,68365_20170110,1/10/2017 0:00,92.0,Routine - Unscheduled,68365_20170110_103142,Unclean nonfood contact surfaces,Low Risk,20170110,103142,2017-01-10,2,0,0,0,3,0,0
4829,4829,4829,39062,87939,Humphry Slocombe Ice Cream,TFF Event Operations,San Francisco,CA,,,,,,87939_20170811,8/11/2017 0:00,96.0,Routine - Unscheduled,87939_20170811_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170811,103124,2017-08-11,0,0,1,2,0,0,0
4837,4837,4837,39158,90792,The Game Day Truck,Off the Grid,San Francisco,CA,,,,,14150766170.0,90792_20170805,8/5/2017 0:00,96.0,Routine - Unscheduled,90792_20170805_103133,Foods not protected from contamination,Moderate Risk,20170805,103133,2017-08-05,0,0,1,0,0,0,0
4839,4839,4839,39198,89906,The Fudbox,2565 3rd St    Suite 307,San Francisco,CA,94107,,,,,89906_20170118,1/18/2017 0:00,98.0,Routine - Unscheduled,89906_20170118_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170118,103154,2017-01-18,0,0,0,0,1,0,0
4842,4842,4842,39219,68764,Golden Gate Grill,449 Powell St 2nd Floor,San Francisco,CA,94102,,,,,68764_20170410,4/10/2017 0:00,80.0,Routine - Unscheduled,68764_20170410_103133,Foods not protected from contamination,Moderate Risk,20170410,103133,2017-04-10,0,0,0,7,0,0,0
4844,4844,4844,39224,86503,"Dandelion Chocolate, Inc.",1 Ferry Building  North Arcade Kiosk #1,San Francisco,CA,94111,,,,14155340942.0,86503_20170208,2/8/2017 0:00,92.0,Routine - Unscheduled,86503_20170208_103156,Permit license or inspection report not posted,Low Risk,20170208,103156,2017-02-08,0,0,0,0,3,0,0
4846,4846,4846,39268,89306,Chicken'licious Noodle,5801 Geary Blvd,San Francisco,CA,94121,,,,14155931010.0,89306_20170815,8/15/2017 0:00,90.0,Routine - Unscheduled,89306_20170815_103145,Improper storage of equipment utensils or linens,Low Risk,20170815,103145,2017-08-15,0,0,4,0,0,0,0
4853,4853,4853,39371,81861,Subway Sandwiches #33847,795 A Folsom St,San Francisco,CA,94107,,,,,81861_20170831,8/31/2017 0:00,92.0,Routine - Unscheduled,81861_20170831_103156,Permit license or inspection report not posted,Low Risk,20170831,103156,2017-08-31,0,0,4,0,0,0,0
4859,4859,4859,39429,85680,Bon Appetit Management Co,555 Market St 2nd Floor,San Francisco,CA,94105,,,,14155810229.0,85680_20170601,6/1/2017 0:00,93.0,Routine - Unscheduled,85680_20170601_103108,Contaminated or adulterated food,High Risk,20170601,103108,2017-06-01,0,0,0,1,0,0,0
4866,4866,4866,39555,79598,Oasis Grill,100 01st St 110,San Francisco,CA,94105,,,,,79598_20170313,3/13/2017 0:00,70.0,Routine - Unscheduled,79598_20170313_103103,High risk food holding temperature,High Risk,20170313,103103,2017-03-13,0,0,0,0,7,0,0
